,ProductId,UserId,ProfileName,Time,Summary,Text
473,B000F9XBDE,A2E3IS3WCXD0FE,"DrexelGal ""mevoici""",1251244800,Not your regular cracker,"These are absolutely delicious. They have a bold flavor, which is, as another reviewer put it, quite addictive. Delicious on their own or with a delicate cheese, they take front and center on your taste buds."
474,B000X2CWTM,A1MUQUK1M4UK16,"Dancing Bear ""Valarie""",1257120000,The best black licorice!,This is what black licorice should taste like!  No artificial off-flavor.  No nasty artificial black dye to coat your tongue and teeth.  Wonderfully soft and chewy.  I took a box into work and everyone agreed that it was the best black licorice that they had ever tasted.
475,B0040PWYVO,A3W09FIMAYFUI8,K. Fitzpatrick,1306627200,A Hit with Me,"Found this item quite good: it was sweet and slightly crunchy. All in all, a delightful product. It arrived in excellent condition, no dents and no dings. Perhaps the packaging has improved."
476,B0013OSJMI,AR3KQROBOC2K0,Klaatu,1345939200,Wonderful nutritional spread...,"For those of us who have nut and peanut sensitivities, we are always looking for some tasty spread, and this pumpkin seed butter fits that bill.  The green color might put you off, but don't let it!  It tastes wonderful, slightly salty and very flavorful.  I spread it on organic brown rice cakes, sprinkle a bit of cinnamon on top with a few raisins and some raw sunflower seeds - tastes awesome...!!!  What a wonderful snack or desert and high in protein and very nutritious...  :)"
477,B007GDTL90,ADTUXD98A5097,"Leah Otto ""coloradomother""",1349481600,Desert in a bottle,I love this stuff.  I tried it earlier this summer while on Cape Cod and immediately had to go find some upon returning home!  It is like drinking chocolate!  It is dutch chocolate mixed with red wine.  mmmm.  New fave!
478,B000FFRU3U,A2M3BMJHRY4WG1,"Barbara Fay ""WordSmith""",1305676800,"""Steel-Cut Oatmeal"" Veteran","Wow! Wow! What a great product. I am 70 and have been slow cooking steel-cut oatmeal for over 50 years. Now, that my 96 year old Mom is living with me and I am her caretaker, I have been looking for some nutritious short cuts and decided to give this a try. I was dubious because even some of my favorite brands like Trader Joe's Instant Oatmeal were dismal. This is the real McCoy. We both like chewy, filling hot cereal without a lot of sweet taste and this is simply delicious. One cup provides two servings - one for each of us. How thrifty is that! I still slow cook a quart of oatmeal 2x a month but am going to Subscribe & Save on this one regularly."
479,B0007T3V82,AJ0565CVECQ3M,"Nina C. Flippin ""Minniemouse""",1259539200,Everything Iv'e ordered so far.,I have nothing but good service ever since I started ordering from amazon.com.  Keep up the good work.
480,B000F4H5FO,A2KHE353KJDQY6,"lmacbeth08 ""LMac""",1167955200,My favorite tea - for a reason!,"I can't say enough good things about this variety and brand of tea.  The bergamot and other citrus elements in the tea and the delicacy of the tannins make milk, sweetener or lemon completely unnecessary.  The color and aroma are just lovely, making this a fantastic treat for the novice or experienced tea drinker, and it has just enough caffeine to get me through tedious afternoons without making me jittery.  I carry the bagged variety everywhere I go."
481,B000FBM4FI,A1D6CVXDBSZSJN,Mavis,1338163200,Crispy thin and delicious,"I have been buying this delicious crispbread for many years, but for some reason it is no longer available in stores. It's an all rye product with only natural ingredients and is just a few calories per cracker. Because it's so thin it doesn't overwhelm the flavour of cheese or tapenade, which is my favourite thing to have with the crackers. I thought maybe I'd overdone it by buying two cases, but I'm already into the second box after just a week."
482,B001UJEN6C,A3R6W1FEYDNT8V,R. Lewis,1299024000,"Fantastic, natural energy","I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try."
483,B002TMV34E,A1BK60GZ4QME6I,John W. Graham,1277683200,Superior to my usual coffee,"I typically purchase my favorite ""grocery store"" brands in whole bean form and grind them myself on my burr grinder.  My typical brands are Peet's House Blend or Newman's Organic in a medium roast, as well as the occasional bag of Starbucks or Green Mountain.  Thumbing through Amazon, I was intrigued by the Melitta Cafe Collection Classique Supreme Ground Coffee, and its extra fine grind, so I decided to give it a try.<br /><br />I was very pleasantly surprised by the Melitta.  The coffee was darker and more opaque than normal, no doubt due to the finer grind.  The aroma was very rich and robust.  The taste is actually much better than I am used to - a rich, refined roast with a smooth mouthfeel.  I find it to be much better than Millstone and equivalents.<br /><br />After trying this coffee, I am placing an order for 3 more bags.  I definitely recommend trying a bag of this coffee!"
484,B0045XE32E,A3T7V207KRDE2O,SMXSteve,1298332800,Taste great but too big and hard,"These are great tasting dog treats but I don't like to spoil my puppies too much and would have preferred smaller pieces even for our Corgi. Our other puppy is about half his size. They are the hardest puppy treats we have tried so breaking them into smaller pieces isn't a simple task even for a man's hands. I was worried how tough they would be for our puppies to chew but they didn't complain. In fact, they took a bit more time and didn't inhale them which is a good thing!<br /><br />Another Newman's Own quality product."
485,B0032BXUJM,A17P57VS25YINN,Bob,1311724800,Love the Coffee - problems with the k-cup,"EBEB is my favorite k-cup coffee flavor.  It has great flavor and is my preference for a bold coffee taste without being bitter.<br /><br />...but...<br /><br />I've had a lot of problems with the actual EBEB k-cup.  There is some manufacturing defect with these particular ones.  About every 3rd k-cup something gets clogged somewhere and it overpressures the cup resulting in coffee & grounds spilling out of the top of the cup holder on the machine.  I've purchased several different boxes of EBEB from different stores (including Amazon) and have had trouble with all of them.<br /><br />I've run hundreds of other styles of k-cup through our machine with no problems - this only happens with the EBEB.<br /><br />I called Keurig to tell them about it and while they were nice and sent me a free box of another type of coffee, they didn't seem to interested in understanding that there is some manufacturing defect in this coffee flavor.<br /><br />Bottom line is that I'm very sad - I won't buy EBEB anymore because of this continuing problem with the manufacturing."
486,B00094HIZC,A3LGFMAUQJYQAJ,"moonmaiden103 ""&#60;3Tiffany""",1137628800,Amazing! Astounding! This is one delicious drink!,"IZZE is fantastic. I tried it three days ago, and haven't been anywhere without a can or bottle of it since. It could quite possibly be the world's most perfect beverage. Nothing artificial, ingredients that you can pronounce, and a taste you just cannot beat. Slightly tart and slightly sweet, this light, bubbly drink should be experienced by everyone at least once."
487,B004391DK0,A2SC33FQHZE31S,R.L.A.,1313712000,YUMMY Gluten-Free Dairy-Free pancakes!,"Love these! Pancakes were something I missed the most after going on a gluten-free diet 8 years ago, until now... These are fantastic! :-) Thank you for making them. I love Amazon mom's because i get these shipped monthly. thank you!"
488,B000E8Y5CM,A2QTSZOFJDM8I7,"Q. Hunt "":q!""",1164067200,Good stuff!,"I normally drink loose leaf tea.  However, the Revolution tea bags are amazing!<br /><br />1. They don't fill the bag with dust and fannings. There really are recognizably sized leaves in this bag.<br /><br />2. You can tell that the leaves are decent sized because the almost-clear nylon bag gives you a great view into them.<br /><br />3. They leave plenty of room for the leaves to expand in the bag. It's about 1/3 full, and when you steep the leaves, you can see that they expand and flatten out nicely.<br /><br />Of the two types of Revolution tea I've tried, White Tangerine Tea and Sweet Ginger Peach Tea, the Sweet Ginger Peach is my favorite.  However, I tend to like fruity herbal teas more than straight black / white / green teas.  I like to hand people a bag of the Sweet Ginger Peach and have them take a good whiff. Granted, a lot of teas are simply aromatic, but this tea isn't. It really does have the fruity taste of ginger and peach. I love it.<br /><br />Also, the Sweet Ginger Peach tea makes excellent iced tea.<br /><br />I highly recommend this product."
489,B000VK6NDC,AAM6MU3LPCCHU,Teresa G. Ralston,1217203200,"Good quality Pet food, PETA APPROVED!","My cats love the food, and it's on the HAPPY list of ""Companies that Don't Test on Animals"" linked through the PETA site, peta.org.  That is VERY reassuring."
490,B007TJGZ5E,A3PJZ8TU8FDQ1K,Jared Castle,1311033600,Delicious medium-roast blend with complex tones,"<span class=""tiny""> Length:: 1:30 Mins<br /><br /></span>Delicious medium-roast blend with complex tones (5 stars)<br /><br />The name belies an intoxicating medium-roast blend that fuses flavors from Central America, Indonesia and East Africa. The Nantucket Blend is deliciously complex - a m&eacute;lange of four coffees from three continents - opening with the aroma of berries, spice and wine and soft floral undertones and finishing smoky and sweet with a touch of French Roast.<br /><br />According to the Green Mountain Coffee website, the blend's origin dates back more than 20 years ago, ""created at the request of a loyal customer who lived on Nantucket Island. The blend proved a winner, and the name stuck.""<br /><br />I drink Nantucket Blend black, using Keurig's small mug (7.25 oz) setting. My wife, who will often add creamer to darker roasts, also enjoys this blend black.<br /><br />In summary, this medium-roast blend is a new favorite in our house. We first purchased Nantucket Blend during an Amazon sale for about 55 cents per Keurig cup. Regular price is about 66 cents, 15 cents higher per cup than other brands. Is it worth the additional price? Yes, but keep an eye out for sales.<br /><br />Added bonuses:<br />Nantucket Blend is certified kosher by the Orthodox Union.<br />Green Mountain Coffee is Fair Trade Certified.<br />Green Mountain Coffee is organic.<br /><br />Rating: Five stars.<br /><br />BTW: Here's my recent K-cup coffee reviews for Amazon:<br /><br />5 stars: <a href=""http://www.amazon.com/gp/product/B004743O08"">Green Mountain Coffee Nantucket Blend</a><br />5 stars: <a href=""http://www.amazon.com/gp/product/B001CHFUDC"">Coffee People Donut Shop Medium Roast</a><br />5 stars: <a href=""http://www.amazon.com/gp/product/B0039556K2"">Van Houtte Chocolate Raspberry Truffle</a><br />4 stars: <a href=""http://www.amazon.com/gp/product/B001EYUE6G"">Green Mountain Coffee Lake & Lodge Blend</a><br />4 stars: <a href=""http://www.amazon.com/gp/product/B003C4YIFE"">Green Mountain Coffee Vermont Country Blend</a><br />4 stars: Green Mountain Coffee Wild Mountain Blueberry<br />4 stars: <a href=""http://www.amazon.com/gp/product/B001ELL68Y"">Tully's Coffee Kona Blend</a><br />4 stars: <a href=""http://www.amazon.com/gp/product/B004779XNW"">Green Mountain Coffee Dark Magic</a><br />3 stars: <a href=""http://www.amazon.com/gp/product/B003JA5KKS"">Green Mountain Coffee Breakfast Blend</a><br />3 stars: <a href=""http://www.amazon.com/gp/product/B00390VIQI"">Green Mountain Coffee Fair Trade Gingerbread</a>"
491,B00622CYVI,ASEAKR59G0SLT,"Reviewer ""Jason""",1329782400,Product is good; Amazon fulfillment is poor,"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for."
492,B001LXYA5Q,A26L5GB12EMSJ8,"J. Cornwall ""JPC""",1255305600,Very Unique,"I took these over to a friends house and tried them with amazing results. After sucking on the pill and letting it dissolve for a few minutes, it really did make everything sour, taste sweet. We tried lemons, limes, even sour candy. The weird thing is, they didn't affect the taste of sweet things, like oranges. These are great for a dinner party."
493,B0042GUIV4,A2U439EVGP8RG3,AndreStefan,1327449600,"See's gets 5 stars, but shipping charge gets ONE star.","By far, the best chocolate in the USA. Better than Godiva, I think, but others may disagree. I LOVE See's Candies, BUT the shipping cost is almost the same as the pound of truffles.  I know shipping chocolate may be difficult during hot or cold times, but geez, something has to be done about this..... Maybe buy multiple See's products for shipping discounts? we don't have See's stores in the East, just little stands in malls during the holiday season with few choices. I WANT MY SEE'S KEY LIME WHITE CHOCOLATE TRUFFLES.  Your best bet is to search amazon's grocery and gourmet food site and find discounts. During the winter holidays, I got terrific truffles at a deep discount, regularly $100 for $20 plus free shipping."
494,B001EQ5D6U,A3HON67T38XCB5,willy,1346457600,FIBER ONE,"I ENJOY A BRAKFAST CEREAL IN THE MORNING.THIS IS GREAT STUFF. WITH THIS I ADD LOW FAT VANILLA MILK, FRUIT AND NUTS. IT IS A DELICIOUS COMBINATION. ADDITIONALLY, IT IS HEALTHY IN KEEPING ME REGULAR."
495,B001EQ5DHE,A1QLIME5K8DS6F,afm,1300147200,cant get enough of it...,i cant keep enough of this in my house. my kids drink it like its going out of style. i love it cause its so easy to make just water and the packet the best part is that is sugar free.
496,B000DZKKK2,A6Z35QL8IZG1J,"D. kornegay ""Savannah's momma""",1350950400,great product!,I bought several baking goods from Pamela's and all of them are really good!! It shows that healthy doesn't have to taste bad.
497,B002L2RIQO,AQ8VD6RJA3STP,"plevee ""toast addict""",1346630400,Delicious,"One of the best mass produced teas I have tried. Light Keemun flavour, delicious with or without milk and can sit in the pot without tasting stewed. A great bargain in the 6 pack."
498,B001UFP1QC,A2EYA26RU06OOE,Savedby Grace,1317254400,Addictive,"Can not be beat. They are simply addictive. Cheesy, spicy crunchy<br />Our family can not stop eating them You have to order these"
499,B002AR2HVG,A17Y5PJ1EOQVJB,"Beverley S. Frederick ""grandmacat""",1312070400,Snow's Corn Chowder,"I have been looking for a site to order Snow's Corn Chowder.  Formerly a New Englander and now living in Florida, I cannot find my favorite chowder anywhere.  My whole family loves Snow's Corn Chowder and I promise to share with them if I can order a case.  Would some one please look around and see if you can find one.  The Florida Fredericks would be most appreciative."
500,B004JMDT6W,AY7SJDVQU0L8H,return to forever,1336435200,really bad crabmeat for the price,Very poor quality for the price.  There was no flavor to the crabmeat; way over processed.  Was very surprised how easily the crabmeat lumps practically disintegrated into flakes when preparing crabcakes. Learned my lesson - pay a bit more at the grocery store for quality jumbo lump crab meat.
501,B000FYYOZI,AOR0NN3UR7UWG,Michael Mencer,1346198400,Good jerky,"I though it was fresh, moist;  However, personally alittle to sweet for me.  I think i`ll stick with the John Wayne brand.  JW brand is more expensive but it seems to soot my taste buds better."
502,B001GBBQU0,A2O7I6QBLKME93,Char,1340323200,LOVE IT!,This stuff is AMAZING!  Fast shipping and most of all the best tasting sugar free low calorie item on the market.  Bravo!  I use it in my coffee and its a real treat.<br /><br />THANK YOU!  Will be ordering more very soon.
503,B000F4H5F4,A3YWSYEIZSYNJ,Rik Woods,1149379200,A natural selection,"Twinings blend of Ceylon and Indian tea produces that more traditional hearty aroma and pungent flavor. In non tea terms that means that it has the ideal combination of briskness, brightness, strength and flavor. Normally I wouldn't attribute these things to a canned tea that has been processed and sat in warehouses, trucks, and stores for long periods of time. Yet Twinings seems to hold up well. I love tea, would drink 24/7 if possible, and more often than not there are only three brands that sit on my shelf in any consistent manner and Twinings is definetly one of them."
504,B006K2ZZ7K,A3JRGQVEQN31IQ,Pamela G. Williams,1336003200,"Wonderful, tasty taffy",This taffy is so good.  It is very soft and chewy.  The flavors are amazing.  I would definitely recommend you buying it.  Very satisfying!!
505,B001EPQVDA,A1ZCLKREE4OOJV,John Mcghee,1243382400,Check the cost first!,"I just bought the same two items at my local store for<br />less, except they were not marked value pack."
506,B000F9Z1WI,A2YB7DLC3FOR7W,"Pamela V ""&#34;MS V&#34;""",1208304000,Very good snack!,"I really like these.  They are so light and airy, almost like chips instead of cookies!  The flavor is that yummy OREO chocolate we all know and love!"
507,B000CC9V42,A3M3FIKYYZNLOJ,Paul Park,1200182400,Not spicy enough.,"If you're used to Dave's Insanity sauce, or like me you're used to Dave's Ultimate Insanity sauce, you're going to be really disappointed. 5 of the 6 sauces aren't spicy at all. They're probably at a spiciness level below Tobasco sauce. I tried really hard to like them but I just can't get over how watery and weak they are. The only saving grace of the package is that it comes with a bottle of regular Insanity sauce, but as I mentioned above, I prefer the Ultimate Insanity sauce. I guess I have plenty of salad dressings."
508,B000YPKODY,A1QY95B93MAV2G,Tiffany,1335657600,Was perfect,I ordered this product for a themed baby shower. They went over well and they tasted just like normal cracker jacks. Loved that I could find the box and they fit perfect in favor bags.
509,B003VXFK44,A2PSTA7LEQM6BV,Cherie,1341360000,MMMMM,"Smooth, delicious, can't wait to wakeup with my coffee! I love all the Wolfgang Puck coffee flavors...never a dull flavor!"
510,B001LXYA5Q,A5GTXAFALAHS6,"Philip Graham ""BlinX""",1300665600,AMAZING!,"My friend brought this over for a party, and we tried the limes, lemons, oranges and bananas! The initial taste of the tablet is pretty nasty, but just stick with it until it's dissolved completely on your tongue, coating it. After that, sour fruit like lemons and limes taste like the BEST sour candy you have ever tasted in your life and you will DEVOUR them :D"
511,B002BCD2OG,AQRS0R3YWIMD1,Omar,1341446400,Great way replacing the sugar,"I really like this product and taste great with the coffee or tea, and I have lost weight by cutting the sugar and replacing it with the honey and Agave nectar."
512,B0036FBZPK,A22NGWLWJ9VR5U,*Missy* Mom Of 3,1333843200,"How can they claim to be ""Lactose free""? Says contains milk & soy on label?","Can't drink this, have an allergy to BOTH Dairy & Soy Products!<br />Make it a true dairy and soy free product then i could buy and consume it!"
513,B000I6PXLC,A375528WZ6E0FR,Amazon Jo~,1215388800,«:::D:::» «:::E:::» «:::L:::» «:::I:::» «:::C:::» «:::I:::» «:::O:::» «:::U:::» «:::S:::»,"This like yummy homemade hot cocoa, with the benefit of being a delicious cup of coffee, too!  This is a GREAT deal!  Get it while it lasts!  Good to the last drop, you could say!<br />Enjoy!"
514,B001LG945O,AUL5Z2GBEJ0LE,"A. VanHecke ""Love2learn Mom""",1246233600,"Nice Flavor, but Not Much To It","This sparkling juice drink has a decent and refreshing flavor, though somewhat reminiscent of the canned orange juice (can't remember the brand) I had once in awhile as a kid.<br /><br />It's a nice idea to have a soda that has no added sugar, though the juice combination isn't as impressive as the name might sound. This beverage contains a mix of the following juices (reconstituted with sparkling water): apple, grape, tangerine, orange and acerola. The beverage also includes gum acacia and soy.<br /><br />Despite the fact that there are no added sugars, the calorie and carb counts are quite high - in fact higher than an average soda. An 8.3 ounce can contains 140 calories and 36g carbs."
515,B000CMIYWC,A15ZLXABTK8F3F,LK,1329782400,Amazing Tea for Allergies and Asthma,This tea works just as it should.  Taste is a bit strong but a little honey goes a long way.  I use this to help with chest congestion due to allergies and use to use it when I had asthma for bad days.  You'll need 2-3 cups a day when your chest is very tight.  Otherwise 1 to 2 works great.  This is also a great buy as they tend to be $6.00 a box in the store.
516,B006L22I56,A1CVXO0SG2J0VU,Melissa,1326067200,yuck!,"Normally I buy the Fruztio Freeze Dried Apricots made by Crispy Green Co. and they are DELICIOUS- but the store I was getting them from was out of stock for a very long time. So, I decided to try the cantaloupe since I like fresh cantaloupe...how bad could they be?<br />My only choice was a large multi-pack bag, so I forked up the money with high hopes.  I tore into the bag, appreciating the single serve sized bags inside. I opened one up and took a bite. Blech! yuck! These tasted like green, under-ripe canteloupe! I was hoping for that super sweet-I could eat this whole melon- sort of flavor....but no.<br />These were so bad that I threw the whole multi-pack away, and that's saying A LOT, because I'm very frugal with my food purchases. I just knew I would NEVER eat the rest of them. Wish I could give a better review, but i can't.<br />But I do recommend the apricots that I mentioned....they are super flavorful and delicious if you love that tart apricot flavor!"
517,B003VXFK44,A31LWRGL7B9Y7P,Linz,1298937600,great coffee,The coffee was great. Spent some time in Jamaica and got to love the coffee. Nice to get in back home as well.
518,B0016PKA1C,A3BH4HA3R81GS1,kk,1303776000,"keeps herbs fresh, looks nice--awkward to use","I've had a couple of these for a few years but find that I don't use them all that often because their size & design limits their usefulness. For bushy herbs like cilantro or parsley it only holds a small bunch, and it's difficult to keep the bunch together while you snap the lid back on. Since the bottom cup is so shallow herbs tend to flop out the front unless you lay the pod down when first filling it. It works great for asparagus, but only for small-ish bunches and if the spears aren't too tall.<br /><br />More often than not I simply use a canning jar + 1/2"" of water with a plastic bag over the top, which keeps the contents just as fresh and allows for easier access. These pods do look much nicer in the fridge than a bag-topped-jar, however, and the clear front makes it harder to forget what's in there.<br /><br />They are definitely well made and not prone to leaking or tipping over. And the little drain port is fun to use.<br /><br />But it only works for small bunches."
519,B006N3IG4K,A3DSBTY8MFCC1U,bitchwheremyPBJ,1328400000,Great blend of flavor.,"There's not much I can say that hasn't already been said. But when I brewed this coffee I really wasn't expecting to like it at all, seeing as I don't normally like coconut flavored things. But I really like the blend of flavors. To me it doesn't really taste like coconut as much as it does just tropical-ness in general. It's like.. palm tree flavored coffee. And the flavor isn't too overpowering at all, it still has a nice coffee taste. It's just right."
520,B007TJGZ54,AP2C9WJT5QT22,"Susan Borth ""blwrmlov""",1338249600,Great Coffee,This seems to be the best tasting coffee in the small pods that I have ever tasted.  The blend is perfect for early morning with breakfast.  The strength is just right and have a very good taste when I mix it with my cream and sweetener. Doesn't over dominate and just taste great.
521,B007TJGZ54,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",1349568000,"Green mountain Coffee, Breastfast Blend K-cup Portion Pack for Keurig Brewers, 50 Ct.","I received the order in time. I love the blend of coffee, I use the Keurig machine every day.This is a decafe coffee, I also use regular blend."
522,B000TRFGGM,A2GOCX8CCY09XP,Darj117,1345334400,Small,"It only lasted 2 days. Came mostly dead. Glad it was only 10 bucks. It was also very small so. The flies I wanted it to eat , it couldn't."
523,B001LGGH40,A3C4UKEYNLUP4X,"T. C Gerlach ""pootiboo""",1236124800,We all liked it!!,"As others have said this drink is 100% natural and contains none of the things that we don't want in soda.  My family really enjoyed it.  I thought it had a great bubbly and fruity taste.  None of us found it overly sweet.  We're not big soda drinkers, but this would be fun on a hot day as something different."
524,B003VXFK44,AGWU5LPTJHRYX,J. Beckmeyer,1334966400,Good Coffee - Great Price,"I caught this as a ""Warehouse"" deal. $18.09 for 48 K-cups. This was my first experience with any Wolfgang Puck coffee.<br />The Rodeo Drive Blend is good, average coffee. Nothing exceptional. I prefer a little stronger, bolder coffee, but at this price, it works for me. There's other brands that I like a little better, but with K-cups, cost per unit is always something I have to factor in...<br />I'd buy it again @ $0.38/cup, but I probably wouldn't @ full price. If you keep your eyes peeled, you can always find a good deal... just have to be patient and stock up when the deals arise."
525,B001E5E20O,A1PZF454MF3MWY,Susiebelle,1248220800,Awesome!,"Stumbled onto this tea by accident, but GLAD I did! I'm now on my 4th tin. Sometimes I add just a drop of honey and very thin slice of lemon, and my Saturday mornings are HAPPY, HAPPY, HAPPY!<br />This is my first Amazon review, but I like the tea so much, I wanted to share how awesome it is!"
526,B0000EIE2Z,A3M174IC0VXOS2,Gail Cooke,1075420800,BEST BLUEBERRIES,"In the winter when fresh blueberries exceed our food budget these dried blue berries are fine for muffins, breads and puddings.<p>  We also enjoy fruit on our cereal.  In the winter it is often oatmeal and we sprinkle these blueberries on a bowl of oatmeal - wonderful on a cold morning."
527,B000FFRU3U,A1PCAO90IKZ4L8,"J. Bullman ""jmbullman""",1323129600,I'd ask for this on the Christmas/Birthday list!,"I tried this based on other reviewer feedback. It is now one of my favorite foods. The barley ads texture an instant oatmeal lacks, while the real fruit ads a sweet and flavor that is pleasant and not too sweet or artificial. I'm trying not to burn out on these, but I crave them.  Even if I was not in a rush, I would eat them. Perfect size to make you feel pretty satisfied. ""Cooking"" time is long, but for the result, its very little effort. I'm subscribing to these!"
528,B000SSXTAM,A2HCKBBEXELJ3R,Pampeliska,1342396800,"Only Discovered This Recently, Bronze Powder is Truly Lustrious and Beautiful.","I wish I had found this product sooner.<br />So far have only used it on my homemade chocolate truffles, and it does add a beautiful, almost mysterious bronze luster to them.  Almost hard to believe that it really IS edible.<br />Very happy with it and would definitely recommend."
529,B000084ETV,A3AU9Y5BQIPLFJ,Wave1884,1333584000,Our Schnauzers Love It!,"We have a 4yo miniature Schnauzer and 6mo giant Schnauzer. We only wanted to buy one type of food for both, so this worked out perfectly. It's very gentle and they seemed to digest it better(much less poop). Too, it's better quality than the best big box store stock. We'll definitely purchase this again!"
530,B00063480E,A1H8NAVEQBP92W,Cynthia,1350864000,Too Small,This is for puppies the bag is super small!!!The bag didn't last more than a day. I thought it was funny when I got the bag I thought it was a gift to be honest!!!
531,B002C50X1M,A173PXWIJT9T0Z,"M. Torrecilla ""mymariboo""",1317081600,Great Flavor,"Whole family loved 'em. Hard enough to break your teeth (in a good way, they are kettle chips after all).  24 for $17? We'll definitely buy again."
532,B001HBTGI8,A2HWA1SN3JW1YZ,"E. Barnes ""Vatoblanco""",1304899200,Dirty Martini Olive Juice,"Excellent service & price for the product, order shipped quickly & received in good condition. Will be ordering again as long as the price stays this good. You really can't beat the price."
533,B001FA1EZ4,ATMYADUX0FLEA,"Ronald Merkal ""RSM""",1326412800,Hershey Kisses,Fast delivery and packaging was excellent.  The kisses are exactly as expected - excellent taste and plenty of almonds.  The kisses were made with milk chocolate and packaged in 10oz plastic bags.  I wish the kisses were available with with sugar free sweetener and almonds.
534,B0009PCPJA,A1CMPYZ03FGJLL,"Laura J. Griffith ""Laura""",1271548800,great and easy way to buy,"We go through a lot of dressing and my husband HAS to have this brand only, so I saw this and said GREAT!"
535,B00213ERI0,A3DBYTQKWONM25,K. Neuhaus,1254614400,Great cookies!,"I absolutely love these cookies. I bought them when they orginally had a discount on them and at first bite I fell in love. Having Celiacs, it's really hard to find a good cookie but the oatmeal in these make them taste homemade. If the price was better, I would have give it 5 stars. Great for lunches or to send with kids when they can't have regular treats."
536,B001LG945O,A35VOMDKKO3TOY,"Tony T. Kao ""Holycow""",1246752000,Great Taste but not New Taste,"The Switch in Orange Tangerine has perfect serving size to keep the sugar in-take at its minimum and naturally. The carbonated sensation adding extra awakening sparks to the taste buds!<br /><br />That was my wife's first impression.<br /><br />I like the ""fruit soda"" idea.  It maybe a better alternative soda if it is indeed made of natural orange, but it taste likes other carbonated orange flavored soda on the market.  The only benefit you are getting and not from the regular soda is it contains daily recommended 100% vitamin C. If the price is right, doesn't hurt to try."
537,B003VXFK44,A2UCZAWAN5QMJQ,Thomas F. Harper Jr.,1294876800,"Good coffee, but lets clear up the flavors?","I saw the good reviews of this Jamaica Me Crazy coffee, but the reviewers all seem to wander around whether it has coconut, vanilla, caramel, rum or coffee liqueur flavorings.<br /><br />First off, I'm not getting any coconut from it at all.  Some vanilla, but it mostly tastes like coffee with baileys irish cream in it.<br /><br />In fact, after I drank a cup I had to go pick up my son from kindergarten and it occurred to me that some of the other parents might think I was drinking spiked coffee while we waited for the class to let out! :)<br /><br />But its good.  I recommend it to anyone who likes flavored coffee.  Not really anything else like it and I've tried about 20 different k-cup flavors."
538,B004391DK0,A2XWNL7JV2VE7,J. Lam,1334275200,Perfect!,"We use this mix for pancakes and waffles and it's perfect. We have had a terrible time finding a good all purpose flour that is gluten free (the popular brands taste terrible!) so we tend to use this pancake mix as a base for a lot of our recipes--- including breading for baked chicken and other things. It's definitely best as a pancake mix of course, but using it as a starting point for baking has helped us find ""normal"" tasting gluten free baked foods. :)"
539,B001LGGH40,A19ZE9E4C1L3IY,"T. Sullivan ""Juicy Couture Lover!""",1237420800,It was pretty good...,"I decided to get this for my 7 yr old son to try to deter him from sugary drinks. Well this was pinkish and fizzy and looked nice, I took a sip and it kind of tasted like cough syrup lol...however HE LOVED IT. He wanted more...I did read the caloric content and ingredients and honestly it isnt any healthier than a soda! I will have to say that he did love it and I had ordered another flavor that he loved as well."
540,B0045Z6K50,A2GWZY61B3N929,Tricia Wynn,1331337600,MMMMMM Coffee the way I like it,I have been a bit disappointed with the K-Cup coffees in general - just not strong enough or so strong they are bitter. Not this - I have found my coffee of choice
541,B0053T1688,A3OA2TMA35LFNP,Josh.Yeager,1315180800,My Dogs Love These!,"Ok, let's be honest. ""Dogs will be dogs"" and mine love just about anything edible,  but they go absolutely bonkers for these little crisps.  I feel good about giving them these as snacks or for training, for a few reasons.<br /><br />First, just like the box says they're ""guilt-free""; made with brown rice and beef, they're wheat & gluten free, low fat and only 12 calories per treat -- so I feel good about not giving them ""junk food"", per se.<br /><br />Second, they're light & crispy -- like a puffed rice, so the pups aren't being weighed down by a heavy dog biscuit full of corn & sugar.  Lastly, the dogs REALLY like/crave these, so they've been a great tool for training, when I use the crisps as a positive reinforcement for good behavior.  When I'm doing repetitive action training over & over again (like teaching my one dog how to shake), I'd rather give him 10 of these than 10 pieces of hot dog or chemical-laden mushy dog snacks.  These brown rice & beef Barksters accomplish both of our needs and I'm actually rewarding him with something good for his body and his spirit."
542,B002DHL6II,A35N0EICBY7X8J,CynBio,1338508800,The least grossly sweet energy bars I've found.,"They're still sweeter than I'd like, but they taste less like candy than any other bar I've tried, so they're my favorite. They store well, too - you can carry them around in your bag or car and the constant temperature changes aren't a big problem for them."
